Fluence (mJ/cm²),Peak mb 0.03  g,Peak mb 0.03  a,Peak mb 0.03  d
0.0,1.0,1.0,1.0
7.3536,0.9900744416873449,0.993963782696177,1.0127161749745677
14.7072,1.007444168734491,1.0135814889336017,1.0132248219735505
22.0608,1.024317617866005,1.0372233400402413,1.0320447609359105
29.4144,0.9707196029776675,0.9808853118712273,1.0030518819938963
36.768,0.9702233250620347,0.9693158953722334,0.9898270600203458
44.1216,0.9424317617866005,0.9582494969818913,0.9781281790437437
