Fluence (mJ/cm²),Peak mb 0.3 + algas p,Peak mb 0.3 + algas t,Peak mb 0.3 + algas w
0.0,1.0,1.0,1.0
7.3536,0.9949005609382968,0.986479719579369,1.0412532637075718
14.7072,1.0117287098419174,0.9849774661992989,1.0449086161879895
22.0608,0.9959204487506375,0.9389083625438157,1.0010443864229766
29.4144,0.9102498725140233,0.9459188783174761,0.997911227154047
36.768,0.9403365629780724,0.957436154231347,1.0099216710182768
44.1216,0.9882712901580826,0.9634451677516274,0.960313315926893
